Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 1021;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;C4H10 + H2O in Hydrate sII + Ice + Vapor;269.5;91.3
Dataset 1021;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;C4H10 + H2O in Hydrate sII + Ice + Vapor;269.4;89.7
Dataset 1021;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;C4H10 + H2O in Hydrate sII + Ice + Vapor;268.1;85.5
Dataset 1021;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;C4H10 + H2O in Hydrate sII + Ice + Vapor;263.3;66.4
Dataset 1021;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;C4H10 + H2O in Hydrate sII + Ice + Vapor;259.7;53.5
Dataset 1021;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;C4H10 + H2O in Hydrate sII + Ice + Vapor;256.5;42.8
Dataset 1021;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;C4H10 + H2O in Hydrate sII + Ice + Vapor;253.7;35.1
Dataset 1021;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;C4H10 + H2O in Hydrate sII + Ice + Vapor;248.4;26.4
Dataset 1021;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;C4H10 + H2O in Hydrate sII + Ice + Vapor;243.4;20.2
Dataset 1021;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;C4H10 + H2O in Hydrate sII + Ice + Vapor;241.1;17.6
