Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;273.18;114.86
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;273.34;117.79
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;273.48;121.64
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;273.5;121.66
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;273.57;123.31
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;273.58;123.96
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;273.68;126.3
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;273.76;128.67
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;273.86;131.68
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;273.95;134.52
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;273.96;134.39
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;273.98;134.72
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;274.07;137.42
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;274.15;140.31
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;274.2;140.19
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;274.3;143.25
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;274.4;147.39
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;274.55;150.65
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;274.56;151.28
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;274.65;156.92
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;274.82;159.59
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;274.96;164.32
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;275;167.85
Dataset 88;HYDRATES OF ISO- AND NORMAL BUTANE AND THEIR MIXTURES;Rouher, O. S.[Oliver S.] and Barduhn, A. J.[Allen J.];Desalination 6, 57 ( - 73);1969;C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;275.05;168.59
