Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;273.25;172
Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;273.35;174
Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;273.55;181
Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;273.65;187
Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;273.95;199
Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;274.15;207
Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;274.65;232
Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;274.85;239
Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;276.15;323
Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;C3H8 + H2O in Hydrate + Aqueous Liquid + Vapor;276.75;371
