Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa);xCH4
Dataset 482;Evidence of structure II hydrate formation from methane + ethane  mixtures;Subramanian, S., Kini, R. A., Dec, S. F.[Steven F.] and Sloan, E. D.[E. Dendy];Chem. Eng. Sci. 55, 1981 - 1999;2000;CH4 + C2H6 + H2O in Hydrate sII + Aqueous Liquid + Vapor;274.2;986;0.73
Dataset 482;Evidence of structure II hydrate formation from methane + ethane  mixtures;Subramanian, S., Kini, R. A., Dec, S. F.[Steven F.] and Sloan, E. D.[E. Dendy];Chem. Eng. Sci. 55, 1981 - 1999;2000;CH4 + C2H6 + H2O in Hydrate sII + Aqueous Liquid + Vapor;274.2;1165;0.844
Dataset 482;Evidence of structure II hydrate formation from methane + ethane  mixtures;Subramanian, S., Kini, R. A., Dec, S. F.[Steven F.] and Sloan, E. D.[E. Dendy];Chem. Eng. Sci. 55, 1981 - 1999;2000;CH4 + C2H6 + H2O in Hydrate sII + Aqueous Liquid + Vapor;274.2;1448;0.918
