Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 213;Gas Hydrates of Nitrogen and Oxygen;van Cleeff, A. and Diepen, G. A. M.;Recl. Trav. Chim. Pays-Bas 79, 582-586;1960;N2 + H2O in Aqueous Liquid + Ice + Vapor;271.8;13983
Dataset 213;Gas Hydrates of Nitrogen and Oxygen;van Cleeff, A. and Diepen, G. A. M.;Recl. Trav. Chim. Pays-Bas 79, 582-586;1960;N2 + H2O in Aqueous Liquid + Ice + Vapor;272;12666
