Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 285;Thermodynamic Stability and Structure of Nitrogen Hydrate Crystal;Sugahara, K.[Keisuke], Tanaka, Y., Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];J. Supramol. Chem. 2, 365 ( - 368);2002;N2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;305.85;331000
Dataset 285;Thermodynamic Stability and Structure of Nitrogen Hydrate Crystal;Sugahara, K.[Keisuke], Tanaka, Y., Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];J. Supramol. Chem. 2, 365 ( - 368);2002;N2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;306.26;342000
Dataset 285;Thermodynamic Stability and Structure of Nitrogen Hydrate Crystal;Sugahara, K.[Keisuke], Tanaka, Y., Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];J. Supramol. Chem. 2, 365 ( - 368);2002;N2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;306.74;354000
Dataset 285;Thermodynamic Stability and Structure of Nitrogen Hydrate Crystal;Sugahara, K.[Keisuke], Tanaka, Y., Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];J. Supramol. Chem. 2, 365 ( - 368);2002;N2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;307.21;373000
Dataset 285;Thermodynamic Stability and Structure of Nitrogen Hydrate Crystal;Sugahara, K.[Keisuke], Tanaka, Y., Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];J. Supramol. Chem. 2, 365 ( - 368);2002;N2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;307.5;383000
Dataset 285;Thermodynamic Stability and Structure of Nitrogen Hydrate Crystal;Sugahara, K.[Keisuke], Tanaka, Y., Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];J. Supramol. Chem. 2, 365 ( - 368);2002;N2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;308.09;398000
Dataset 285;Thermodynamic Stability and Structure of Nitrogen Hydrate Crystal;Sugahara, K.[Keisuke], Tanaka, Y., Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];J. Supramol. Chem. 2, 365 ( - 368);2002;N2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;308.57;412000
Dataset 285;Thermodynamic Stability and Structure of Nitrogen Hydrate Crystal;Sugahara, K.[Keisuke], Tanaka, Y., Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];J. Supramol. Chem. 2, 365 ( - 368);2002;N2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;308.82;420000
Dataset 285;Thermodynamic Stability and Structure of Nitrogen Hydrate Crystal;Sugahara, K.[Keisuke], Tanaka, Y., Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];J. Supramol. Chem. 2, 365 ( - 368);2002;N2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;309.21;431000
Dataset 285;Thermodynamic Stability and Structure of Nitrogen Hydrate Crystal;Sugahara, K.[Keisuke], Tanaka, Y., Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];J. Supramol. Chem. 2, 365 ( - 368);2002;N2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;309.43;439000
