;Number of Data;Title;Authors;Source;Year;T (K);p (kPa);C2H6;C3H8;C4H10;CO2;H2O in Hydrate;Nonpolar Liquid;N2;H2O in Aqueous Liquid;Vapor;H2O in Hydrate sII;H2O in Hydrate sI;Ice;CH4;H2S
2492;Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;293.04;218000.0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
2493;Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;293.34;237000.0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
2494;Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;293.58;257000.0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
2495;Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;293.73;276000.0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
2496;Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;293.84;296000.0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
2497;Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;293.97;316000.0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
2498;Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;294.0;328000.0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
2499;Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;293.99;338000.0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
2500;Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;293.92;358000.0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
2501;Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;293.77;377000.0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
2502;Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;293.57;397000.0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
2503;Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;293.35;422000.0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
2504;Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;293.13;441000.0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
2505;Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;292.82;460000.0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
2506;Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;292.45;479000.0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
2507;Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;292.14;494000.0;0;0;0;1;0;1;0;1;0;0;1;0;0;0
2508;Dataset 911;Equilibrium conditions for carbon dioxide hydrate formation in aqueous electrolyte solutions;Dholabhai, P. D.[Pankaj D.], Kalogerakis, N.[Nicolas] and Bishnoi, P. R.[P. Raj];J. Chem. Eng. Data 38, 650-654;1993;273.75;1340.0;0;0;0;1;1;0;0;1;1;0;0;0;0;0
2509;Dataset 911;Equilibrium conditions for carbon dioxide hydrate formation in aqueous electrolyte solutions;Dholabhai, P. D.[Pankaj D.], Kalogerakis, N.[Nicolas] and Bishnoi, P. R.[P. Raj];J. Chem. Eng. Data 38, 650-654;1993;275.51;1640.0;0;0;0;1;1;0;0;1;1;0;0;0;0;0
2510;Dataset 911;Equilibrium conditions for carbon dioxide hydrate formation in aqueous electrolyte solutions;Dholabhai, P. D.[Pankaj D.], Kalogerakis, N.[Nicolas] and Bishnoi, P. R.[P. Raj];J. Chem. Eng. Data 38, 650-654;1993;277.1;1985.0;0;0;0;1;1;0;0;1;1;0;0;0;0;0
2511;Dataset 911;Equilibrium conditions for carbon dioxide hydrate formation in aqueous electrolyte solutions;Dholabhai, P. D.[Pankaj D.], Kalogerakis, N.[Nicolas] and Bishnoi, P. R.[P. Raj];J. Chem. Eng. Data 38, 650-654;1993;279.04;2520.0;0;0;0;1;1;0;0;1;1;0;0;0;0;0
2512;Dataset 943;Clathrate Phase Equilibria for  the Water-Phenol-Carbon Dioxide System;Yoon, J.-H.[Ji-Ho] and Lee, H.[Huen];AIChE J. 43(7), 1884-1893;1997;275.4;1560.0;0;0;0;1;1;0;0;1;1;0;0;0;0;0
2513;Dataset 943;Clathrate Phase Equilibria for  the Water-Phenol-Carbon Dioxide System;Yoon, J.-H.[Ji-Ho] and Lee, H.[Huen];AIChE J. 43(7), 1884-1893;1997;277.8;2100.0;0;0;0;1;1;0;0;1;1;0;0;0;0;0
2514;Dataset 943;Clathrate Phase Equilibria for  the Water-Phenol-Carbon Dioxide System;Yoon, J.-H.[Ji-Ho] and Lee, H.[Huen];AIChE J. 43(7), 1884-1893;1997;280.1;2820.0;0;0;0;1;1;0;0;1;1;0;0;0;0;0
2515;Dataset 943;Clathrate Phase Equilibria for  the Water-Phenol-Carbon Dioxide System;Yoon, J.-H.[Ji-Ho] and Lee, H.[Huen];AIChE J. 43(7), 1884-1893;1997;282.4;3890.0;0;0;0;1;1;0;0;1;1;0;0;0;0;0
2516;Dataset 944;Clathrate Phase Equilibria for  the Water-Phenol-Carbon Dioxide System;Yoon, J.-H.[Ji-Ho] and Lee, H.[Huen];AIChE J. 43(7), 1884-1893;1997;283.3;4520.0;0;0;0;1;1;1;0;1;1;0;0;0;0;0
2517;Dataset 353;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;274.95;1565.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2518;Dataset 353;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;277.45;2060.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2519;Dataset 353;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;280.25;2900.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2520;Dataset 353;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;282.55;4000.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2521;Dataset 353;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;283.55;5115.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2522;Dataset 354;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;274.0;2000.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2523;Dataset 354;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;276.15;2600.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2524;Dataset 354;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;280.65;4225.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2525;Dataset 354;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;283.45;6450.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2526;Dataset 354;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;284.25;7445.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2527;Dataset 355;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;273.75;3195.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2528;Dataset 355;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;276.0;4257.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2529;Dataset 355;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;279.0;5867.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2530;Dataset 355;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;281.0;7449.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2531;Dataset 355;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;282.0;8975.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2532;Dataset 356;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;272.85;7240.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2533;Dataset 356;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;274.05;8120.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2534;Dataset 356;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;277.45;10650.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2535;Dataset 356;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;278.65;11748.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2536;Dataset 356;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;280.55;14220.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2537;Dataset 357;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;274.25;11020.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2538;Dataset 357;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;275.65;13870.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2539;Dataset 357;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;277.6;18100.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2540;Dataset 357;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;278.95;22230.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2541;Dataset 358;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;273.95;14085.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2542;Dataset 358;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;274.55;15400.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2543;Dataset 358;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;277.0;20680.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2544;Dataset 358;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;278.25;24120.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2545;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;274.0;1394.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2546;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;274.0;1769.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2547;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;274.0;2354.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2548;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;274.0;2835.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2549;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;274.0;3560.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2550;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;274.0;7235.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2551;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;274.0;11200.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2552;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;274.0;14928.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2553;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;274.0;17926.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2554;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;277.0;1953.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2555;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;277.0;2600.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2556;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;277.0;3377.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2557;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;277.0;5233.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2558;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;277.0;11980.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2559;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;277.0;15500.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2560;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;277.0;19174.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2561;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;277.0;24041.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2562;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;280.0;2801.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2563;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;280.0;3600.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2564;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;280.0;4233.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2565;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;280.0;5068.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2566;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;280.0;8275.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2567;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;280.0;14974.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2568;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;280.0;20753.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2569;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;280.0;26690.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2570;Dataset 359;Hydrate phase equilibria of the guest mixtures containing CO2, N2 and tetrahydrofuran;Kang, S. -P.[Seon-Pil], Lee, H.[Huen], Lee, C. S.[Ching S.] and Sung, W.-M.;Fluid Phase Equilibria 185, 101-109;2001;280.0;32308.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2571;Dataset 551;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;274.1;1986.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2572;Dataset 551;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;277.5;2803.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2573;Dataset 551;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;279.7;3777.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2574;Dataset 551;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;281.3;4852.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2575;Dataset 551;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;281.9;5453.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2576;Dataset 552;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;273.4;6243.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
2577;Dataset 552;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;274.0;6510.0;0;0;0;1;1;0;1;1;1;0;0;0;0;0
