;Number of Data;Title;Authors;Source;Year;T (K);p (kPa);C2H6;C3H8;C4H10;CO2;H2O in Hydrate;Nonpolar Liquid;N2;H2O in Aqueous Liquid;Vapor;H2O in Hydrate sII;H2O in Hydrate sI;Ice;CH4;H2S
614;Dataset 1012;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;273.9;205.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
615;Dataset 1012;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;275.5;291.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
616;Dataset 1012;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;276.9;402.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
617;Dataset 1022;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;262.1;99.4;0;1;0;0;0;0;0;0;1;1;0;1;0;0
618;Dataset 1022;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;260.9;94.5;0;1;0;0;0;0;0;0;1;1;0;1;0;0
619;Dataset 1022;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;260.8;90.5;0;1;0;0;0;0;0;0;1;1;0;1;0;0
620;Dataset 1022;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;258.2;81.1;0;1;0;0;0;0;0;0;1;1;0;1;0;0
621;Dataset 1022;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;255.4;69.6;0;1;0;0;0;0;0;0;1;1;0;1;0;0
622;Dataset 1022;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;251.6;58.3;0;1;0;0;0;0;0;0;1;1;0;1;0;0
623;Dataset 1022;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;251.4;58.3;0;1;0;0;0;0;0;0;1;1;0;1;0;0
624;Dataset 1022;;Goddard, J. D.;Chem. Phys. Lett. 83, 312-6;1981;247.9;48.2;0;1;0;0;0;0;0;0;1;1;0;1;0;0
625;Dataset 178;Hydrates in the Propane -  carbon Dioxide - Water System;Robinson, D. B.[Donald B.] and Mehta, B. R.;J. Can. Petro. 10, 33 ( - 35);1971;274.26;207.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
626;Dataset 178;Hydrates in the Propane -  carbon Dioxide - Water System;Robinson, D. B.[Donald B.] and Mehta, B. R.;J. Can. Petro. 10, 33 ( - 35);1971;274.82;241.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
627;Dataset 178;Hydrates in the Propane -  carbon Dioxide - Water System;Robinson, D. B.[Donald B.] and Mehta, B. R.;J. Can. Petro. 10, 33 ( - 35);1971;276.37;331.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
628;Dataset 178;Hydrates in the Propane -  carbon Dioxide - Water System;Robinson, D. B.[Donald B.] and Mehta, B. R.;J. Can. Petro. 10, 33 ( - 35);1971;277.82;455.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
629;Dataset 178;Hydrates in the Propane -  carbon Dioxide - Water System;Robinson, D. B.[Donald B.] and Mehta, B. R.;J. Can. Petro. 10, 33 ( - 35);1971;278.87;552.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
630;Dataset 179;Hydrates in the Propane -  carbon Dioxide - Water System;Robinson, D. B.[Donald B.] and Mehta, B. R.;J. Can. Petro. 10, 33 ( - 35);1971;278.87;552.0;0;1;0;0;1;1;0;1;1;0;0;0;0;0
631;Dataset 222;Thermodynamic properties of gas hydrates: II phase equilibria in the system hydrogen sulfide - propane - water at -3!31c;Platteeuw, J. C. and Van der Waals, J. H.;Recl. Trav. Chim. Pays-Bas 78, 126-33;1959;270.15;149.961;0;1;0;0;0;0;0;0;1;1;0;1;0;0
632;Dataset 228;Some prop. of mixed paraffinic & other olefinic hydrate;Reamer, H. H., Selleck, F. T. and Sage, B. H.;Trans. Am. Inst. Min., Metall. Pet. Eng. 195, 197-202;1952;278.8;2046.4;0;1;0;0;1;1;0;1;0;0;0;0;0;0
633;Dataset 228;Some prop. of mixed paraffinic & other olefinic hydrate;Reamer, H. H., Selleck, F. T. and Sage, B. H.;Trans. Am. Inst. Min., Metall. Pet. Eng. 195, 197-202;1952;278.7;1476.9;0;1;0;0;1;1;0;1;0;0;0;0;0;0
634;Dataset 228;Some prop. of mixed paraffinic & other olefinic hydrate;Reamer, H. H., Selleck, F. T. and Sage, B. H.;Trans. Am. Inst. Min., Metall. Pet. Eng. 195, 197-202;1952;278.6;684.0;0;1;0;0;1;1;0;1;0;0;0;0;0;0
635;Dataset 229;Some prop. of mixed paraffinic & other olefinic hydrate;Reamer, H. H., Selleck, F. T. and Sage, B. H.;Trans. Am. Inst. Min., Metall. Pet. Eng. 195, 197-202;1952;277.2;413.7;0;1;0;0;1;0;0;1;1;0;0;0;0;0
636;Dataset 229;Some prop. of mixed paraffinic & other olefinic hydrate;Reamer, H. H., Selleck, F. T. and Sage, B. H.;Trans. Am. Inst. Min., Metall. Pet. Eng. 195, 197-202;1952;275.7;304.7;0;1;0;0;1;0;0;1;1;0;0;0;0;0
637;Dataset 229;Some prop. of mixed paraffinic & other olefinic hydrate;Reamer, H. H., Selleck, F. T. and Sage, B. H.;Trans. Am. Inst. Min., Metall. Pet. Eng. 195, 197-202;1952;274.3;240.6;0;1;0;0;1;0;0;1;1;0;0;0;0;0
638;Dataset 371;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;278.41;3866.0;0;1;0;0;1;1;0;1;0;0;0;0;0;0
639;Dataset 371;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;278.47;7019.0;0;1;0;0;1;1;0;1;0;0;0;0;0;0
640;Dataset 371;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;278.54;11307.0;0;1;0;0;1;1;0;1;0;0;0;0;0;0
641;Dataset 371;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;278.51;16755.0;0;1;0;0;1;1;0;1;0;0;0;0;0;0
642;Dataset 372;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;273.89;187.6;0;1;0;0;1;0;0;1;1;0;0;0;0;0
643;Dataset 372;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;275.1;250.3;0;1;0;0;1;0;0;1;1;0;0;0;0;0
644;Dataset 372;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;276.15;322.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
645;Dataset 372;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;277.33;425.4;0;1;0;0;1;0;0;1;1;0;0;0;0;0
646;Dataset 372;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;278.35;551.6;0;1;0;0;1;0;0;1;1;0;0;0;0;0
647;Dataset 373;Gas hydrates from liquid hydrocarbons methane-propane-water system;Verma, Y. K., Hand, J. H. and Katz, D. L.[Donald L.];GVC/AIChE Joint Meeting, Munich, 1975, pp 10;1974;278.355;561.6;0;1;0;0;1;1;0;1;1;0;0;0;0;0
648;Dataset 532;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;275.43;520.0;0;1;0;0;1;1;0;0;1;0;0;0;0;0
649;Dataset 532;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;277.38;560.0;0;1;0;0;1;1;0;0;1;0;0;0;0;0
650;Dataset 533;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;279.43;590.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
651;Dataset 532;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;281.45;622.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
652;Dataset 533;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;283.47;660.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
653;Dataset 533;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;285.49;700.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
654;Dataset 533;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;287.45;740.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
655;Dataset 533;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;289.47;780.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
656;Dataset 533;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;291.4;820.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
657;Dataset 533;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;293.44;860.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
658;Dataset 533;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;295.45;910.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
659;Dataset 533;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;297.38;950.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
660;Dataset 533;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;299.48;1010.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
661;Dataset 533;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;301.41;1060.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
662;Dataset 533;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;303.46;1110.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
663;Dataset 740;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;273.65;207.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
664;Dataset 740;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;274.65;248.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
665;Dataset 740;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;276.15;338.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
666;Dataset 740;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;277.15;414.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
667;Dataset 740;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;277.95;510.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
668;Dataset 806;Experimental determination of  dissociation pressures for hydrates of the  cis- and trans-isomers of 2-butene below  the ice temperature;Holder, G. D.[Gerald D.] and Kamath, V. A.;J. Chem. Eng. Data 14, 1119-1128;1982;270.8;150.65;0;1;0;0;0;0;0;0;1;1;0;1;0;0
669;Dataset 806;Experimental determination of  dissociation pressures for hydrates of the  cis- and trans-isomers of 2-butene below  the ice temperature;Holder, G. D.[Gerald D.] and Kamath, V. A.;J. Chem. Eng. Data 14, 1119-1128;1982;268.3;136.17;0;1;0;0;0;0;0;0;1;1;0;1;0;0
670;Dataset 806;Experimental determination of  dissociation pressures for hydrates of the  cis- and trans-isomers of 2-butene below  the ice temperature;Holder, G. D.[Gerald D.] and Kamath, V. A.;J. Chem. Eng. Data 14, 1119-1128;1982;261.2;96.53;0;1;0;0;0;0;0;0;1;1;0;1;0;0
671;Dataset 806;Experimental determination of  dissociation pressures for hydrates of the  cis- and trans-isomers of 2-butene below  the ice temperature;Holder, G. D.[Gerald D.] and Kamath, V. A.;J. Chem. Eng. Data 14, 1119-1128;1982;260.4;88.39;0;1;0;0;0;0;0;0;1;1;0;1;0;0
672;Dataset 806;Experimental determination of  dissociation pressures for hydrates of the  cis- and trans-isomers of 2-butene below  the ice temperature;Holder, G. D.[Gerald D.] and Kamath, V. A.;J. Chem. Eng. Data 14, 1119-1128;1982;245.1;39.51;0;1;0;0;0;0;0;0;1;1;0;1;0;0
673;Dataset 827;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;270.15;439.0;0;1;0;0;1;1;0;0;1;0;0;0;0;0
674;Dataset 827;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;272.05;466.0;0;1;0;0;1;1;0;0;1;0;0;0;0;0
675;Dataset 827;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;272.65;475.0;0;1;0;0;1;1;0;0;1;0;0;0;0;0
676;Dataset 827;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;274.75;506.0;0;1;0;0;1;1;0;0;1;0;0;0;0;0
677;Dataset 827;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;276.55;534.0;0;1;0;0;1;1;0;0;1;0;0;0;0;0
678;Dataset 827;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;277.05;542.0;0;1;0;0;1;1;0;0;1;0;0;0;0;0
679;Dataset 827;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;278.15;561.0;0;1;0;0;1;1;0;0;1;0;0;0;0;0
680;Dataset 828;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;279.15;579.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
681;Dataset 828;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;279.85;590.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
682;Dataset 828;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;280.55;603.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
683;Dataset 828;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;280.65;605.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
684;Dataset 828;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;283.65;659.0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
685;Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;273.25;172.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
686;Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;273.35;174.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
687;Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;273.55;181.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
688;Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;273.65;187.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
689;Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;273.95;199.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
690;Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;274.15;207.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
691;Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;274.65;232.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
692;Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;274.85;239.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
693;Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;276.15;323.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
694;Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;276.75;371.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
695;Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;277.65;455.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
696;Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;278.05;500.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
697;Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;278.15;517.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
698;Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;278.35;542.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
699;Dataset 829;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;278.45;552.0;0;1;0;0;1;0;0;1;1;0;0;0;0;0
700;Dataset 831;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;278.45;616.0;0;1;0;0;1;1;0;1;0;0;0;0;0;0
701;Dataset 831;THERMODYNAMIC PROPERTIES OF R13 (CClF3), R23 (CHF3), R152a (C2H4F2), AND PROPANE HYDRATES FOR DESALINATION OF SEA WATER;Kubota, H.[Hironobu], Shimizu, K.[Kunihiko], Tanaka, Y. and Makita, T.[Tadashi];J. Chem. Eng. Jpn. 17(4), 423 ( - 429);1984;278.45;810.0;0;1;0;0;1;1;0;1;0;0;0;0;0;0
