Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa);nC3H8/nCH4
Dataset 854;Natural Gas Hydrates;carson, D. B.[Don B.] and Katz, D. L.[Donald L.];American Institute of Mining and Metallurgical Engineers Dallas Meeting, Dallas, TX, October, pp 1-8;1941;CH4 + C3H8 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid + Vapor;295.7;7253;0.64
