Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;271.005;3292
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;271.14;3304
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;271.179;3305
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;272.28;3405
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;273.12;3481
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;273.134;3484
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;273.15;3482
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;274.115;3576
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;274.23;3582
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;275.055;3664
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;275.095;3669
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;275.18;3674
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;275.23;3681
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;277.05;3858
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;277.26;3885
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;277.95;3955
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;278.1;3960
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;278.13;3966
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;278.15;3965
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;279.13;4071
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;281.035;4269
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;281.065;4273
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;281.22;4295
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;281.635;4331
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;282.03;4379
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;282.135;4383
Dataset 404;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Nonpolar Liquid + Vapor;283.02;4482
