Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 137;Experimental Pressure-Temperature Data on Three- and Four-Phase Equililbria of Fluid, Hydrate, and Ice Phases in the System Carbon Dioxide-Water;Wendland, M.[Martin], Hasse, H.[Hans] and Maurer, G.[Gerd];J. Chem. Eng. Data 44, 901-6;1999;CO2 + H2O in Aqueous Liquid + Nonpolar Liquid + Vapor;283.12;4484
Dataset 137;Experimental Pressure-Temperature Data on Three- and Four-Phase Equililbria of Fluid, Hydrate, and Ice Phases in the System Carbon Dioxide-Water;Wendland, M.[Martin], Hasse, H.[Hans] and Maurer, G.[Gerd];J. Chem. Eng. Data 44, 901-6;1999;CO2 + H2O in Aqueous Liquid + Nonpolar Liquid + Vapor;285.17;4716
Dataset 137;Experimental Pressure-Temperature Data on Three- and Four-Phase Equililbria of Fluid, Hydrate, and Ice Phases in the System Carbon Dioxide-Water;Wendland, M.[Martin], Hasse, H.[Hans] and Maurer, G.[Gerd];J. Chem. Eng. Data 44, 901-6;1999;CO2 + H2O in Aqueous Liquid + Nonpolar Liquid + Vapor;288.67;5130
Dataset 137;Experimental Pressure-Temperature Data on Three- and Four-Phase Equililbria of Fluid, Hydrate, and Ice Phases in the System Carbon Dioxide-Water;Wendland, M.[Martin], Hasse, H.[Hans] and Maurer, G.[Gerd];J. Chem. Eng. Data 44, 901-6;1999;CO2 + H2O in Aqueous Liquid + Nonpolar Liquid + Vapor;288.69;5132
Dataset 137;Experimental Pressure-Temperature Data on Three- and Four-Phase Equililbria of Fluid, Hydrate, and Ice Phases in the System Carbon Dioxide-Water;Wendland, M.[Martin], Hasse, H.[Hans] and Maurer, G.[Gerd];J. Chem. Eng. Data 44, 901-6;1999;CO2 + H2O in Aqueous Liquid + Nonpolar Liquid + Vapor;293.08;5693
Dataset 137;Experimental Pressure-Temperature Data on Three- and Four-Phase Equililbria of Fluid, Hydrate, and Ice Phases in the System Carbon Dioxide-Water;Wendland, M.[Martin], Hasse, H.[Hans] and Maurer, G.[Gerd];J. Chem. Eng. Data 44, 901-6;1999;CO2 + H2O in Aqueous Liquid + Nonpolar Liquid + Vapor;298.16;6405
Dataset 137;Experimental Pressure-Temperature Data on Three- and Four-Phase Equililbria of Fluid, Hydrate, and Ice Phases in the System Carbon Dioxide-Water;Wendland, M.[Martin], Hasse, H.[Hans] and Maurer, G.[Gerd];J. Chem. Eng. Data 44, 901-6;1999;CO2 + H2O in Aqueous Liquid + Nonpolar Liquid + Vapor;298.19;6408
Dataset 137;Experimental Pressure-Temperature Data on Three- and Four-Phase Equililbria of Fluid, Hydrate, and Ice Phases in the System Carbon Dioxide-Water;Wendland, M.[Martin], Hasse, H.[Hans] and Maurer, G.[Gerd];J. Chem. Eng. Data 44, 901-6;1999;CO2 + H2O in Aqueous Liquid + Nonpolar Liquid + Vapor;304.58;7403
Dataset 137;Experimental Pressure-Temperature Data on Three- and Four-Phase Equililbria of Fluid, Hydrate, and Ice Phases in the System Carbon Dioxide-Water;Wendland, M.[Martin], Hasse, H.[Hans] and Maurer, G.[Gerd];J. Chem. Eng. Data 44, 901-6;1999;CO2 + H2O in Aqueous Liquid + Nonpolar Liquid + Vapor;304.62;7409
Dataset 137;Experimental Pressure-Temperature Data on Three- and Four-Phase Equililbria of Fluid, Hydrate, and Ice Phases in the System Carbon Dioxide-Water;Wendland, M.[Martin], Hasse, H.[Hans] and Maurer, G.[Gerd];J. Chem. Eng. Data 44, 901-6;1999;CO2 + H2O in Aqueous Liquid + Nonpolar Liquid + Vapor;304.62;7411
Dataset 137;Experimental Pressure-Temperature Data on Three- and Four-Phase Equililbria of Fluid, Hydrate, and Ice Phases in the System Carbon Dioxide-Water;Wendland, M.[Martin], Hasse, H.[Hans] and Maurer, G.[Gerd];J. Chem. Eng. Data 44, 901-6;1999;CO2 + H2O in Aqueous Liquid + Nonpolar Liquid + Vapor;304.63;7411
