Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 205;Dissociation Pressures ofthe Phase CO2*5.75 H2O;Takenouchi, S.[Sukune] and Kennedy, G. C.[George C.];The Journal of Geology  73, 383-390;1965;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;283.2;4500
Dataset 205;Dissociation Pressures ofthe Phase CO2*5.75 H2O;Takenouchi, S.[Sukune] and Kennedy, G. C.[George C.];The Journal of Geology  73, 383-390;1965;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;283.7;8500
Dataset 205;Dissociation Pressures ofthe Phase CO2*5.75 H2O;Takenouchi, S.[Sukune] and Kennedy, G. C.[George C.];The Journal of Geology  73, 383-390;1965;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;284.2;13000
Dataset 205;Dissociation Pressures ofthe Phase CO2*5.75 H2O;Takenouchi, S.[Sukune] and Kennedy, G. C.[George C.];The Journal of Geology  73, 383-390;1965;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;284.7;18200
Dataset 205;Dissociation Pressures ofthe Phase CO2*5.75 H2O;Takenouchi, S.[Sukune] and Kennedy, G. C.[George C.];The Journal of Geology  73, 383-390;1965;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;285.2;24300
Dataset 205;Dissociation Pressures ofthe Phase CO2*5.75 H2O;Takenouchi, S.[Sukune] and Kennedy, G. C.[George C.];The Journal of Geology  73, 383-390;1965;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;286.2;37200
Dataset 205;Dissociation Pressures ofthe Phase CO2*5.75 H2O;Takenouchi, S.[Sukune] and Kennedy, G. C.[George C.];The Journal of Geology  73, 383-390;1965;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;287.2;52200
Dataset 205;Dissociation Pressures ofthe Phase CO2*5.75 H2O;Takenouchi, S.[Sukune] and Kennedy, G. C.[George C.];The Journal of Geology  73, 383-390;1965;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;288.2;69600
Dataset 205;Dissociation Pressures ofthe Phase CO2*5.75 H2O;Takenouchi, S.[Sukune] and Kennedy, G. C.[George C.];The Journal of Geology  73, 383-390;1965;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;289.2;88100
Dataset 205;Dissociation Pressures ofthe Phase CO2*5.75 H2O;Takenouchi, S.[Sukune] and Kennedy, G. C.[George C.];The Journal of Geology  73, 383-390;1965;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;290.2;109500
Dataset 205;Dissociation Pressures ofthe Phase CO2*5.75 H2O;Takenouchi, S.[Sukune] and Kennedy, G. C.[George C.];The Journal of Geology  73, 383-390;1965;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;290.7;122000
Dataset 205;Dissociation Pressures ofthe Phase CO2*5.75 H2O;Takenouchi, S.[Sukune] and Kennedy, G. C.[George C.];The Journal of Geology  73, 383-390;1965;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;291.2;135300
Dataset 205;Dissociation Pressures ofthe Phase CO2*5.75 H2O;Takenouchi, S.[Sukune] and Kennedy, G. C.[George C.];The Journal of Geology  73, 383-390;1965;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;291.7;149300
Dataset 205;Dissociation Pressures ofthe Phase CO2*5.75 H2O;Takenouchi, S.[Sukune] and Kennedy, G. C.[George C.];The Journal of Geology  73, 383-390;1965;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;292.2;165100
Dataset 205;Dissociation Pressures ofthe Phase CO2*5.75 H2O;Takenouchi, S.[Sukune] and Kennedy, G. C.[George C.];The Journal of Geology  73, 383-390;1965;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;292.7;186200
