Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 406;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;271.601;1040
Dataset 406;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;271.701;1045
Dataset 406;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;271.705;1043
Dataset 406;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;272.02;1088
Dataset 406;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;272.13;1096
Dataset 406;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;272.305;1117
Dataset 406;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;272.69;1163
Dataset 406;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;273.08;1218
Dataset 406;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;273.096;1222
Dataset 406;"THE GROWTH RATE OF ICE CRYSTALS: THE PROPERTIES OF CARBON DIOXIDE HYDRATE; A REVIEW OF PROPERTIES OF 51 GAS HYDRATES";Vlahakis, J. G.[John G.], Chen, H.-S.[Hsiao-Sheng], Suwandi, M. S.[Mohamad S.] and Barduhn, A. J.[Allen J.];Office of Saline Water, United States Department o the Interior The Growth Rate of Ice Crystals: The Properties of Carbon Dioxide Hydrate A Review of Properties of 51 Gas Hydrates 830;1972;CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;273.65;1300
