Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;CO2 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;289.73;104000
Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;CO2 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;290.32;117000
Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;CO2 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;290.95;138000
Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;CO2 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;291.64;158000
Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;CO2 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;292.14;177000
Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;CO2 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;292.64;197000
Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;CO2 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;293.04;218000
Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;CO2 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;293.34;237000
Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;CO2 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;293.58;257000
Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;CO2 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;293.73;276000
Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;CO2 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;293.84;296000
Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;CO2 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;293.97;316000
Dataset 845;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the CO2 Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari];J. Chem. Eng. Data 43, 807-810;1998;CO2 + H2O in Hydrate sI + Aqueous Liquid + Nonpolar Liquid;294;328000
