Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 223;PHASE STUDIES OF THE TWO-COMPONENT CARBON DIOXIDE-WATER SYSTEM INVOLVING THE CARBON DIOXIDE HYDRATE;Larson, S. D.;Doctor of Philosophy in Chemistry Thesis, University of Illinois, Urbana, Illinois, USA;1955;CO2 + H2O in Hydrate + Nonpolar Liquid + Vapor;258.9;2337
Dataset 223;PHASE STUDIES OF THE TWO-COMPONENT CARBON DIOXIDE-WATER SYSTEM INVOLVING THE CARBON DIOXIDE HYDRATE;Larson, S. D.;Doctor of Philosophy in Chemistry Thesis, University of Illinois, Urbana, Illinois, USA;1955;CO2 + H2O in Hydrate + Nonpolar Liquid + Vapor;260.2;2434
Dataset 223;PHASE STUDIES OF THE TWO-COMPONENT CARBON DIOXIDE-WATER SYSTEM INVOLVING THE CARBON DIOXIDE HYDRATE;Larson, S. D.;Doctor of Philosophy in Chemistry Thesis, University of Illinois, Urbana, Illinois, USA;1955;CO2 + H2O in Hydrate + Nonpolar Liquid + Vapor;261.2;2503
Dataset 223;PHASE STUDIES OF THE TWO-COMPONENT CARBON DIOXIDE-WATER SYSTEM INVOLVING THE CARBON DIOXIDE HYDRATE;Larson, S. D.;Doctor of Philosophy in Chemistry Thesis, University of Illinois, Urbana, Illinois, USA;1955;CO2 + H2O in Hydrate + Nonpolar Liquid + Vapor;262.5;2599
Dataset 223;PHASE STUDIES OF THE TWO-COMPONENT CARBON DIOXIDE-WATER SYSTEM INVOLVING THE CARBON DIOXIDE HYDRATE;Larson, S. D.;Doctor of Philosophy in Chemistry Thesis, University of Illinois, Urbana, Illinois, USA;1955;CO2 + H2O in Hydrate + Nonpolar Liquid + Vapor;263.8;2696
Dataset 223;PHASE STUDIES OF THE TWO-COMPONENT CARBON DIOXIDE-WATER SYSTEM INVOLVING THE CARBON DIOXIDE HYDRATE;Larson, S. D.;Doctor of Philosophy in Chemistry Thesis, University of Illinois, Urbana, Illinois, USA;1955;CO2 + H2O in Hydrate + Nonpolar Liquid + Vapor;264.9;2779
Dataset 223;PHASE STUDIES OF THE TWO-COMPONENT CARBON DIOXIDE-WATER SYSTEM INVOLVING THE CARBON DIOXIDE HYDRATE;Larson, S. D.;Doctor of Philosophy in Chemistry Thesis, University of Illinois, Urbana, Illinois, USA;1955;CO2 + H2O in Hydrate + Nonpolar Liquid + Vapor;267.3;2972
Dataset 223;PHASE STUDIES OF THE TWO-COMPONENT CARBON DIOXIDE-WATER SYSTEM INVOLVING THE CARBON DIOXIDE HYDRATE;Larson, S. D.;Doctor of Philosophy in Chemistry Thesis, University of Illinois, Urbana, Illinois, USA;1955;CO2 + H2O in Hydrate + Nonpolar Liquid + Vapor;270.2;3220
Dataset 223;PHASE STUDIES OF THE TWO-COMPONENT CARBON DIOXIDE-WATER SYSTEM INVOLVING THE CARBON DIOXIDE HYDRATE;Larson, S. D.;Doctor of Philosophy in Chemistry Thesis, University of Illinois, Urbana, Illinois, USA;1955;CO2 + H2O in Hydrate + Nonpolar Liquid + Vapor;272.1;3385
Dataset 223;PHASE STUDIES OF THE TWO-COMPONENT CARBON DIOXIDE-WATER SYSTEM INVOLVING THE CARBON DIOXIDE HYDRATE;Larson, S. D.;Doctor of Philosophy in Chemistry Thesis, University of Illinois, Urbana, Illinois, USA;1955;CO2 + H2O in Hydrate + Nonpolar Liquid + Vapor;274.4;3592
Dataset 223;PHASE STUDIES OF THE TWO-COMPONENT CARBON DIOXIDE-WATER SYSTEM INVOLVING THE CARBON DIOXIDE HYDRATE;Larson, S. D.;Doctor of Philosophy in Chemistry Thesis, University of Illinois, Urbana, Illinois, USA;1955;CO2 + H2O in Hydrate + Nonpolar Liquid + Vapor;276.3;3778
