Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 666;FORMATION OF CO2 HYDRATE IN PURE AND SEA WATERS     ;Ohgaki, K.[Kazunari], Makihara, Y.[Yoshihiro] and Takano, K.[Kiyoteru];J. Chem. Eng. Jpn. 26(5), 558-564;1993;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;273.36;1338
Dataset 666;FORMATION OF CO2 HYDRATE IN PURE AND SEA WATERS     ;Ohgaki, K.[Kazunari], Makihara, Y.[Yoshihiro] and Takano, K.[Kiyoteru];J. Chem. Eng. Jpn. 26(5), 558-564;1993;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;274.03;1509
Dataset 666;FORMATION OF CO2 HYDRATE IN PURE AND SEA WATERS     ;Ohgaki, K.[Kazunari], Makihara, Y.[Yoshihiro] and Takano, K.[Kiyoteru];J. Chem. Eng. Jpn. 26(5), 558-564;1993;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;274.94;1651
Dataset 666;FORMATION OF CO2 HYDRATE IN PURE AND SEA WATERS     ;Ohgaki, K.[Kazunari], Makihara, Y.[Yoshihiro] and Takano, K.[Kiyoteru];J. Chem. Eng. Jpn. 26(5), 558-564;1993;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;276.01;1839
Dataset 666;FORMATION OF CO2 HYDRATE IN PURE AND SEA WATERS     ;Ohgaki, K.[Kazunari], Makihara, Y.[Yoshihiro] and Takano, K.[Kiyoteru];J. Chem. Eng. Jpn. 26(5), 558-564;1993;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;276.29;1971
Dataset 666;FORMATION OF CO2 HYDRATE IN PURE AND SEA WATERS     ;Ohgaki, K.[Kazunari], Makihara, Y.[Yoshihiro] and Takano, K.[Kiyoteru];J. Chem. Eng. Jpn. 26(5), 558-564;1993;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;276.56;1966
Dataset 666;FORMATION OF CO2 HYDRATE IN PURE AND SEA WATERS     ;Ohgaki, K.[Kazunari], Makihara, Y.[Yoshihiro] and Takano, K.[Kiyoteru];J. Chem. Eng. Jpn. 26(5), 558-564;1993;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;276.57;2005
Dataset 666;FORMATION OF CO2 HYDRATE IN PURE AND SEA WATERS     ;Ohgaki, K.[Kazunari], Makihara, Y.[Yoshihiro] and Takano, K.[Kiyoteru];J. Chem. Eng. Jpn. 26(5), 558-564;1993;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;276.98;2108
Dataset 666;FORMATION OF CO2 HYDRATE IN PURE AND SEA WATERS     ;Ohgaki, K.[Kazunari], Makihara, Y.[Yoshihiro] and Takano, K.[Kiyoteru];J. Chem. Eng. Jpn. 26(5), 558-564;1993;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;277.51;2238
Dataset 666;FORMATION OF CO2 HYDRATE IN PURE AND SEA WATERS     ;Ohgaki, K.[Kazunari], Makihara, Y.[Yoshihiro] and Takano, K.[Kiyoteru];J. Chem. Eng. Jpn. 26(5), 558-564;1993;CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;278.13;2482
