Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 542;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Hydrate sII + Aqueous Liquid + Vapor;276.66;1.12
Dataset 542;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Hydrate sII + Aqueous Liquid + Vapor;276.99;1.11
Dataset 542;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Hydrate sII + Aqueous Liquid + Vapor;277.34;1.17
