Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 174;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid + Vapor;278.04;910
Dataset 174;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid + Vapor;279.93;1475
Dataset 174;MULTI-PHASE EQUILIBRIA IN METHANE-ETHANE-PROPANE-WATER HYDRATE FORMING SYSTEMS;Holder, G. D.[Gerald D.];Doctor of Philosophy Dissertation, University of Michigan;1976;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid + Vapor;284.26;2234
