Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 543;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Hydrate sII + Aqueous Liquid + Nonpolar Liquid;277.7;3.4
Dataset 543;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Hydrate sII + Aqueous Liquid + Nonpolar Liquid;277.43;5.4
Dataset 543;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate sI + Hydrate sII + Aqueous Liquid + Nonpolar Liquid;277.61;5.4
