Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 535;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid + Vapor;277.96;0.97
Dataset 535;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid + Vapor;277.97;0.93
Dataset 535;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid + Vapor;278.01;0.86
Dataset 535;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid + Vapor;278.13;0.72
Dataset 535;Phase Behaviour and Structural Aspects  of Ternary Clathrate Hydrate Systems : The Role of Additives;Mooijer-van den Heuvel, M. M.;Chemical Engineering Thesis, Delft University of Technology;2004;C2H6 + C3H8 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid + Vapor;278.15;0.8
