Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 256;Constitution diagrams and composition of methane and ethane hydrates;Roberts, O. L., Brownscombe, E. R. and Howe, L. S.;Oil & Gas J. 39(30), 37-43;1940;C2H6 + H2O in Hydrate + Aqueous Liquid + Vapor;279.1;1048
Dataset 256;Constitution diagrams and composition of methane and ethane hydrates;Roberts, O. L., Brownscombe, E. R. and Howe, L. S.;Oil & Gas J. 39(30), 37-43;1940;C2H6 + H2O in Hydrate + Aqueous Liquid + Vapor;287;3054
Dataset 256;Constitution diagrams and composition of methane and ethane hydrates;Roberts, O. L., Brownscombe, E. R. and Howe, L. S.;Oil & Gas J. 39(30), 37-43;1940;C2H6 + H2O in Hydrate + Aqueous Liquid + Vapor;277.5;876
Dataset 256;Constitution diagrams and composition of methane and ethane hydrates;Roberts, O. L., Brownscombe, E. R. and Howe, L. S.;Oil & Gas J. 39(30), 37-43;1940;C2H6 + H2O in Hydrate + Aqueous Liquid + Vapor;281.1;1317
Dataset 256;Constitution diagrams and composition of methane and ethane hydrates;Roberts, O. L., Brownscombe, E. R. and Howe, L. S.;Oil & Gas J. 39(30), 37-43;1940;C2H6 + H2O in Hydrate + Aqueous Liquid + Vapor;282.8;1641
Dataset 256;Constitution diagrams and composition of methane and ethane hydrates;Roberts, O. L., Brownscombe, E. R. and Howe, L. S.;Oil & Gas J. 39(30), 37-43;1940;C2H6 + H2O in Hydrate + Aqueous Liquid + Vapor;284.4;2137
Dataset 256;Constitution diagrams and composition of methane and ethane hydrates;Roberts, O. L., Brownscombe, E. R. and Howe, L. S.;Oil & Gas J. 39(30), 37-43;1940;C2H6 + H2O in Hydrate + Aqueous Liquid + Vapor;284.5;2055
Dataset 256;Constitution diagrams and composition of methane and ethane hydrates;Roberts, O. L., Brownscombe, E. R. and Howe, L. S.;Oil & Gas J. 39(30), 37-43;1940;C2H6 + H2O in Hydrate + Aqueous Liquid + Vapor;285.8;2537
Dataset 256;Constitution diagrams and composition of methane and ethane hydrates;Roberts, O. L., Brownscombe, E. R. and Howe, L. S.;Oil & Gas J. 39(30), 37-43;1940;C2H6 + H2O in Hydrate + Aqueous Liquid + Vapor;273.4;545
Dataset 256;Constitution diagrams and composition of methane and ethane hydrates;Roberts, O. L., Brownscombe, E. R. and Howe, L. S.;Oil & Gas J. 39(30), 37-43;1940;C2H6 + H2O in Hydrate + Aqueous Liquid + Vapor;275.4;669
Dataset 256;Constitution diagrams and composition of methane and ethane hydrates;Roberts, O. L., Brownscombe, E. R. and Howe, L. S.;Oil & Gas J. 39(30), 37-43;1940;C2H6 + H2O in Hydrate + Aqueous Liquid + Vapor;279.7;1131
