Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;298.01;89000
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;299.15;99000
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;300.82;119000
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;302.56;139000
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;304.15;158000
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;305.65;178000
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;307.26;198000
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;308.57;217000
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;310.07;237000
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;311.44;257000
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;312.86;279000
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;314.2;298000
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;315.26;318000
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;316.39;336000
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;317.49;355000
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;318.67;374000
Dataset 1;Structure and stability of ethane hydrate crystal;Morita, K.[Kentaro], Nakano, S.[Shinya] and Ohgaki, K.[Kazunari];Fluid Phase Equilib. 169, 167-175;2000;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;319.65;393000
