Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;290.42;19480
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;290.85;23000
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;291.16;25020
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;291.36;26210
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;291.66;28730
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;291.9;30560
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;292.12;31670
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;292.36;33630
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;292.56;34390
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;293.01;39150
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;293.24;40620
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;293.35;41570
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;293.56;42490
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;293.61;43320
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;293.95;45370
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;294.76;51920
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;295.6;59830
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;295.8;60860
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;295.91;61600
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;296.51;67520
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;297.12;71890
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;297.57;77300
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;297.65;77430
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;297.73;78090
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;298.01;82190
Dataset 945;Natural gas exploitation by carbon dioxide from gas  hydrate fields-high-pressure phase equilibrium for  an ethane hydrate system;Nakano, S.[Shinya], Yamamoto, K.[Koji] and Ohgaki, K.[Kazunari];Proc Instn Mech Engrs 212, 159-163;1998;C2H6 + H2O in Hydrate + Aqueous Liquid + Nonpolar Liquid;298.36;83750
