Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa);xCO2
Dataset 970;Hydrate Phase Equilibria of the Carbon Dioxide, Methane, and  Water System;Seo, Y.-T., Lee, H.[Huen] and Yoon, J.-H.[Ji-Ho];J. Chem. Eng. Data 46, 381-384;2001;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;273.56;1500;0.6169
Dataset 970;Hydrate Phase Equilibria of the Carbon Dioxide, Methane, and  Water System;Seo, Y.-T., Lee, H.[Huen] and Yoon, J.-H.[Ji-Ho];J. Chem. Eng. Data 46, 381-384;2001;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;274.76;1500;1
Dataset 970;Hydrate Phase Equilibria of the Carbon Dioxide, Methane, and  Water System;Seo, Y.-T., Lee, H.[Huen] and Yoon, J.-H.[Ji-Ho];J. Chem. Eng. Data 46, 381-384;2001;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;273.56;2000;0.2634
Dataset 970;Hydrate Phase Equilibria of the Carbon Dioxide, Methane, and  Water System;Seo, Y.-T., Lee, H.[Huen] and Yoon, J.-H.[Ji-Ho];J. Chem. Eng. Data 46, 381-384;2001;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;275.86;2000;0.5648
Dataset 970;Hydrate Phase Equilibria of the Carbon Dioxide, Methane, and  Water System;Seo, Y.-T., Lee, H.[Huen] and Yoon, J.-H.[Ji-Ho];J. Chem. Eng. Data 46, 381-384;2001;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;277.16;2000;1
Dataset 970;Hydrate Phase Equilibria of the Carbon Dioxide, Methane, and  Water System;Seo, Y.-T., Lee, H.[Huen] and Yoon, J.-H.[Ji-Ho];J. Chem. Eng. Data 46, 381-384;2001;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;273.16;2600;0
Dataset 970;Hydrate Phase Equilibria of the Carbon Dioxide, Methane, and  Water System;Seo, Y.-T., Lee, H.[Huen] and Yoon, J.-H.[Ji-Ho];J. Chem. Eng. Data 46, 381-384;2001;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;275.36;2600;0.1854
Dataset 970;Hydrate Phase Equilibria of the Carbon Dioxide, Methane, and  Water System;Seo, Y.-T., Lee, H.[Huen] and Yoon, J.-H.[Ji-Ho];J. Chem. Eng. Data 46, 381-384;2001;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;277.96;2600;0.6195
Dataset 970;Hydrate Phase Equilibria of the Carbon Dioxide, Methane, and  Water System;Seo, Y.-T., Lee, H.[Huen] and Yoon, J.-H.[Ji-Ho];J. Chem. Eng. Data 46, 381-384;2001;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;279.16;2600;1
Dataset 970;Hydrate Phase Equilibria of the Carbon Dioxide, Methane, and  Water System;Seo, Y.-T., Lee, H.[Huen] and Yoon, J.-H.[Ji-Ho];J. Chem. Eng. Data 46, 381-384;2001;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;276.16;3500;0
Dataset 970;Hydrate Phase Equilibria of the Carbon Dioxide, Methane, and  Water System;Seo, Y.-T., Lee, H.[Huen] and Yoon, J.-H.[Ji-Ho];J. Chem. Eng. Data 46, 381-384;2001;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;278.06;3500;0.2009
Dataset 970;Hydrate Phase Equilibria of the Carbon Dioxide, Methane, and  Water System;Seo, Y.-T., Lee, H.[Huen] and Yoon, J.-H.[Ji-Ho];J. Chem. Eng. Data 46, 381-384;2001;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;280.16;3500;0.6087
Dataset 970;Hydrate Phase Equilibria of the Carbon Dioxide, Methane, and  Water System;Seo, Y.-T., Lee, H.[Huen] and Yoon, J.-H.[Ji-Ho];J. Chem. Eng. Data 46, 381-384;2001;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;281.46;3500;1
Dataset 970;Hydrate Phase Equilibria of the Carbon Dioxide, Methane, and  Water System;Seo, Y.-T., Lee, H.[Huen] and Yoon, J.-H.[Ji-Ho];J. Chem. Eng. Data 46, 381-384;2001;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;279.6;5000;0
Dataset 970;Hydrate Phase Equilibria of the Carbon Dioxide, Methane, and  Water System;Seo, Y.-T., Lee, H.[Huen] and Yoon, J.-H.[Ji-Ho];J. Chem. Eng. Data 46, 381-384;2001;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;281.46;5000;0.1971
Dataset 970;Hydrate Phase Equilibria of the Carbon Dioxide, Methane, and  Water System;Seo, Y.-T., Lee, H.[Huen] and Yoon, J.-H.[Ji-Ho];J. Chem. Eng. Data 46, 381-384;2001;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;283.26;5000;0.5989
