Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa);xCO2
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;273.7;2520;0.1
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;275.8;3100;0.09
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;277.8;3830;0.08
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;280.2;4910;0.08
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;283.2;6800;0.08
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;285.1;8400;0.08
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;287.2;10760;0.09
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;274.6;2590;0.14
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;276.9;3240;0.13
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;279.1;4180;0.13
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;281.6;5380;0.13
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;284;7170;0.13
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;286.1;9240;0.12
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;287.4;10950;0.13
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;273.8;2120;0.25
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;279.4;3960;0.22
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;283.4;6230;0.22
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;285.2;7750;0.21
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;287.6;10440;0.25
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;273.7;1810;0.44
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;276.9;2630;0.42
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;280.7;4030;0.4
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;283.1;5430;0.39
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;285.1;6940;0.39
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;287.4;9780;0.39
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;275.6;1990;0.5
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;278.5;2980;0.47
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;280.9;4140;0.4
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;281.8;4470;0.41
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;285.1;6840;0.44
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;287.4;9590;0.45
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;274.6;1660;0.73
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;276.4;2080;0.7
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;278.2;2580;0.68
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;280.2;3280;0.68
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;282;4120;0.67
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;273.7;1450;0.79
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;275.9;1880;0.78
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;277.8;2370;0.76
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;279.6;2970;0.75
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;281.6;3790;0.74
Dataset 707;Hydrates of Carbon Dioxide and Methane Mixtures;Adisasmito, S.[Sanggono], Frank, R. J. ,. I.[Robert. J., III] and Sloan, E. D. J.;J. Chem. Eng. Data 36(1), 68-71;1991;CH4 + CO2 + H2O in Hydrate sI + Aqueous Liquid + Vapor;282.7;4370;0.85
