Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa);xCH4
Dataset 547;Gas hydrate phase equilibrium in the system methane carbon dioxide neohexane and water;Servio, P. [Phillip], Lagers, F.[Fritz], Peters, C. J.[Cor J.] and Englezos, P.[Peter];Fluid Phase Equilib. 158-160, 795-800;1999;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;274;2300;0.8216
Dataset 547;Gas hydrate phase equilibrium in the system methane carbon dioxide neohexane and water;Servio, P. [Phillip], Lagers, F.[Fritz], Peters, C. J.[Cor J.] and Englezos, P.[Peter];Fluid Phase Equilib. 158-160, 795-800;1999;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;276;2600;0.8421
Dataset 547;Gas hydrate phase equilibrium in the system methane carbon dioxide neohexane and water;Servio, P. [Phillip], Lagers, F.[Fritz], Peters, C. J.[Cor J.] and Englezos, P.[Peter];Fluid Phase Equilib. 158-160, 795-800;1999;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;277.1;3000;0.8575
Dataset 547;Gas hydrate phase equilibrium in the system methane carbon dioxide neohexane and water;Servio, P. [Phillip], Lagers, F.[Fritz], Peters, C. J.[Cor J.] and Englezos, P.[Peter];Fluid Phase Equilib. 158-160, 795-800;1999;CH4 + CO2 + H2O in Hydrate + Aqueous Liquid + Vapor;278.3;3400;0.8756
