Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa);xCO2
Dataset 58;Phase Equilibrium Studies on Gas Hydrates  Formed from Various Guest Molecules and Powder Ice;Hachikubo, A.[Akihiro], Miyamoto, A.[Atsushi], Hyakutake, K.[Kinji], Abe, K. and Shoji, H.;The Fourth International Conference on Gas Hydrates, Yokohama, Japan, 19-23, pp 357-360;2002;CH4 + CO2 + H2O in Hydrate sI + Ice + Vapor;271.25;1271;0.77
Dataset 58;Phase Equilibrium Studies on Gas Hydrates  Formed from Various Guest Molecules and Powder Ice;Hachikubo, A.[Akihiro], Miyamoto, A.[Atsushi], Hyakutake, K.[Kinji], Abe, K. and Shoji, H.;The Fourth International Conference on Gas Hydrates, Yokohama, Japan, 19-23, pp 357-360;2002;CH4 + CO2 + H2O in Hydrate sI + Ice + Vapor;271.41;1434;0.5
Dataset 58;Phase Equilibrium Studies on Gas Hydrates  Formed from Various Guest Molecules and Powder Ice;Hachikubo, A.[Akihiro], Miyamoto, A.[Atsushi], Hyakutake, K.[Kinji], Abe, K. and Shoji, H.;The Fourth International Conference on Gas Hydrates, Yokohama, Japan, 19-23, pp 357-360;2002;CH4 + CO2 + H2O in Hydrate sI + Ice + Vapor;271.37;2022;0.25
