Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 16;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;272.8;93.1
Dataset 16;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;277.6;157.2
Dataset 16;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;283.2;279.9
Dataset 16;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;288.7;499.2
Dataset 16;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;294.3;890.1
Dataset 16;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;299.8;1596.1
Dataset 16;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;302.7;2238.7
Dataset 16;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;272.8;93.1
Dataset 16;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;285.2;344.7
Dataset 16;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;291.8;689.5
Dataset 16;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;295.7;1034.2
Dataset 16;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;298.5;1379
Dataset 16;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;300.5;1723.7
Dataset 16;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;302;2068.4
Dataset 16;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;302.7;2238.7
