Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 721;PHASE BEHAVIOUR IN THE SYSTEM WATER-HYDROGEN SULPHIDE;Carroll, J. J.[John J.];Doctor of Philosophy Thesis, University of Alberta: Department of Chemical Engineering, Edmonton, Alberta, Canada;1990;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;298.65;1610
Dataset 721;PHASE BEHAVIOUR IN THE SYSTEM WATER-HYDROGEN SULPHIDE;Carroll, J. J.[John J.];Doctor of Philosophy Thesis, University of Alberta: Department of Chemical Engineering, Edmonton, Alberta, Canada;1990;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;298.75;1620
Dataset 721;PHASE BEHAVIOUR IN THE SYSTEM WATER-HYDROGEN SULPHIDE;Carroll, J. J.[John J.];Doctor of Philosophy Thesis, University of Alberta: Department of Chemical Engineering, Edmonton, Alberta, Canada;1990;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;298.95;1710
Dataset 721;PHASE BEHAVIOUR IN THE SYSTEM WATER-HYDROGEN SULPHIDE;Carroll, J. J.[John J.];Doctor of Philosophy Thesis, University of Alberta: Department of Chemical Engineering, Edmonton, Alberta, Canada;1990;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;299.05;1680
Dataset 721;PHASE BEHAVIOUR IN THE SYSTEM WATER-HYDROGEN SULPHIDE;Carroll, J. J.[John J.];Doctor of Philosophy Thesis, University of Alberta: Department of Chemical Engineering, Edmonton, Alberta, Canada;1990;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;299.25;1700
Dataset 721;PHASE BEHAVIOUR IN THE SYSTEM WATER-HYDROGEN SULPHIDE;Carroll, J. J.[John J.];Doctor of Philosophy Thesis, University of Alberta: Department of Chemical Engineering, Edmonton, Alberta, Canada;1990;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;299.45;1700
Dataset 721;PHASE BEHAVIOUR IN THE SYSTEM WATER-HYDROGEN SULPHIDE;Carroll, J. J.[John J.];Doctor of Philosophy Thesis, University of Alberta: Department of Chemical Engineering, Edmonton, Alberta, Canada;1990;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;299.75;1750
Dataset 721;PHASE BEHAVIOUR IN THE SYSTEM WATER-HYDROGEN SULPHIDE;Carroll, J. J.[John J.];Doctor of Philosophy Thesis, University of Alberta: Department of Chemical Engineering, Edmonton, Alberta, Canada;1990;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;299.85;1770
Dataset 721;PHASE BEHAVIOUR IN THE SYSTEM WATER-HYDROGEN SULPHIDE;Carroll, J. J.[John J.];Doctor of Philosophy Thesis, University of Alberta: Department of Chemical Engineering, Edmonton, Alberta, Canada;1990;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;300.05;1810
Dataset 721;PHASE BEHAVIOUR IN THE SYSTEM WATER-HYDROGEN SULPHIDE;Carroll, J. J.[John J.];Doctor of Philosophy Thesis, University of Alberta: Department of Chemical Engineering, Edmonton, Alberta, Canada;1990;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;300.25;1850
Dataset 721;PHASE BEHAVIOUR IN THE SYSTEM WATER-HYDROGEN SULPHIDE;Carroll, J. J.[John J.];Doctor of Philosophy Thesis, University of Alberta: Department of Chemical Engineering, Edmonton, Alberta, Canada;1990;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;300.35;1870
Dataset 721;PHASE BEHAVIOUR IN THE SYSTEM WATER-HYDROGEN SULPHIDE;Carroll, J. J.[John J.];Doctor of Philosophy Thesis, University of Alberta: Department of Chemical Engineering, Edmonton, Alberta, Canada;1990;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;300.75;1970
Dataset 721;PHASE BEHAVIOUR IN THE SYSTEM WATER-HYDROGEN SULPHIDE;Carroll, J. J.[John J.];Doctor of Philosophy Thesis, University of Alberta: Department of Chemical Engineering, Edmonton, Alberta, Canada;1990;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;300.85;2070
