Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 17;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate sI + Ice + Vapor;255.4;44.1
Dataset 17;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate sI + Ice + Vapor;258.2;50.3
Dataset 17;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate sI + Ice + Vapor;260.9;56.5
Dataset 17;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate sI + Ice + Vapor;263.7;64.1
Dataset 17;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate sI + Ice + Vapor;266.5;72.4
Dataset 17;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate sI + Ice + Vapor;269.3;81.4
Dataset 17;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate sI + Ice + Vapor;272;90.3
Dataset 17;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate sI + Ice + Vapor;272.8;93.1
Dataset 17;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate sI + Ice + Vapor;250.5;34.5
Dataset 17;Phase Behavior in the Hydrogen Sulfide-Water System;Selleck, F. T., Carmichael, L. T. and Sage, B. H.;Ind. Eng. Chem. 44, 2219-26;1952;H2S + H2O in Hydrate sI + Ice + Vapor;265.3;68.9
