Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;302.55;2230
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;303.85;2290
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;312.75;2800
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;316.55;3050
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;322.85;3500
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;332.95;4250
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;335.35;4450
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;347.55;5580
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;351.35;5970
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;353.35;6200
