Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;359.65;6860
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;363.95;7460
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;370.25;8170
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;373.05;8590
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;374.35;8740
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;376.95;9060
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;377.25;9090
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;377.95;9250
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;378.25;9240
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;378.65;9300
Dataset 311;Phase Equilibrium in the System Water-Hydrogen Sulphide: Experimental Determination of the LLV Locus;Carroll, J. J.[John J.] and Mather, A. E.[Alan E.];Can. J. Chem. Eng. 67, 468 ( - 470);1989;H2S + H2O in Hydrate + Aqueous Liquid + Vapor;379.35;9390
