Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa);xCO2
Dataset 551;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;CO2 + N2 + H2O in Hydrate + Aqueous Liquid + Vapor;274.1;1986;0.655
Dataset 551;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;CO2 + N2 + H2O in Hydrate + Aqueous Liquid + Vapor;277.5;2803;0.6859
Dataset 551;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;CO2 + N2 + H2O in Hydrate + Aqueous Liquid + Vapor;279.7;3777;0.7132
Dataset 551;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;CO2 + N2 + H2O in Hydrate + Aqueous Liquid + Vapor;281.3;4852;0.7189
Dataset 551;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;CO2 + N2 + H2O in Hydrate + Aqueous Liquid + Vapor;281.9;5453;0.7122
