Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa);xCO2
Dataset 552;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;CO2 + N2 + H2O in Hydrate + Aqueous Liquid + Vapor;273.4;6243;0.162
Dataset 552;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;CO2 + N2 + H2O in Hydrate + Aqueous Liquid + Vapor;274;6510;0.165
Dataset 552;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;CO2 + N2 + H2O in Hydrate + Aqueous Liquid + Vapor;275.1;7324;0.172
Dataset 552;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;CO2 + N2 + H2O in Hydrate + Aqueous Liquid + Vapor;276.3;8458;0.179
Dataset 552;Experimental Studies on Hydrate Equilibrium Carbon Dioxide and Its Systems;Olsen, B.[Broch], Majumdar, A. J. and Bishnoi, P. R.[P. Raj];Int. J. The Soc. of Mat. Eng. for Resources 7, 17-23;1999;CO2 + N2 + H2O in Hydrate + Aqueous Liquid + Vapor;277.2;9550;0.1826
