Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa);xCO2
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;273.7;220.6;0.099
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;273.7;262;0.435
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;273.7;337.8;0.602
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;273.7;406.8;0.71
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;273.7;489.5;0.842
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;273.7;592.9;0.885
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;273.7;655;0.908
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;273.7;717.1;0.933
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;273.7;848.1;0.944
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;273.7;985.9;0.953
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;273.7;1261.7;0.963
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;275.9;351.6;0.327
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;275.9;448.2;0.65
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;275.9;551.6;0.748
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;275.9;737.7;0.86
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;275.9;917;0.922
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;275.9;999.7;0.937
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;275.9;1268.6;0.951
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;275.9;1634.1;0.958
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;278.2;551.6;0.357
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;278.2;717.1;0.634
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;278.2;965.3;0.811
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;278.2;1337.6;0.912
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;278.2;1537.5;0.929
Dataset 692;Hydrates of hydrocarbon gases containing carbon dioxide;Adisasmito, S.[Sanggono] and Sloan, E. D.[E. Dendy];J. Chem. Eng. Data 37, 343-9;1992;C3H8 + CO2 + H2O in Hydrate sII + Aqueous Liquid + Vapor;278.2;2164.9;0.947
