Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa);nC3H8/nCH4;xC2H6;xCH4;xC3H8;nC2H6/nCH4;nC4H10/nCH4
Dataset 135;Composition of Guests in Hydrates from Gas Mixture;Kawasaki, T.[Tatsuji], Kikuchi, K.[Kei], Terasaki, D.[Daijiro], Okui, T.[Toshiharu], Miyata, K.[Kazuaki], Hirayama, H.[Hiroaki] and Ihara, M.[Masaru];Fourth International Conference on Gas Hydrates, Yokohama, Japan, May 19-23, pp 424-427;2002;CH4 + C2H6 + C3H8 + C4H10 + H2O in Hydrate + Aqueous Liquid + Vapor;274.15;3000;0.154;0.011;0.987;0.002;0.12;0.045
