Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;281.38;6000
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;282.07;6428
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;283.04;7139
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;283.39;7430
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;284.01;7925
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;284.17;7972
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;284.18;7970
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;285.08;8928
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;285.99;9874
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;286.95;10922
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;287.85;12314
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;288.62;13475
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;289.44;15000
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;290.84;17861
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;291.57;19165
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;291.6;19195
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;292.25;21179
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;293.04;23517
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;293.07;23596
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;293.57;24959
