Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;273.49;2716
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;274.36;2961
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;275.11;3180
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;276.29;3564
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;277.46;3998
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;278;4244
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;278.25;4348
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;279.1;4733
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;280.16;5304
Dataset 569;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;281.12;5822
