Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 313;Experimental and Modeling Studies on the Hydrate Formation of a  Methane + Nitrogen Gas Mixture in the Presence of Aqueous  Electrolyte Solutions;Mei, D.[Donghai], Liao, J.[Jian], Yang, J.-T.[Ji-Tao] and Guo, T.-M.;Ind. Eng. Chem. Res. 35, 4342-4347;1996;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;274.2;2960
Dataset 313;Experimental and Modeling Studies on the Hydrate Formation of a  Methane + Nitrogen Gas Mixture in the Presence of Aqueous  Electrolyte Solutions;Mei, D.[Donghai], Liao, J.[Jian], Yang, J.-T.[Ji-Tao] and Guo, T.-M.;Ind. Eng. Chem. Res. 35, 4342-4347;1996;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;275.2;3270
Dataset 313;Experimental and Modeling Studies on the Hydrate Formation of a  Methane + Nitrogen Gas Mixture in the Presence of Aqueous  Electrolyte Solutions;Mei, D.[Donghai], Liao, J.[Jian], Yang, J.-T.[Ji-Tao] and Guo, T.-M.;Ind. Eng. Chem. Res. 35, 4342-4347;1996;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;276.2;3620
Dataset 313;Experimental and Modeling Studies on the Hydrate Formation of a  Methane + Nitrogen Gas Mixture in the Presence of Aqueous  Electrolyte Solutions;Mei, D.[Donghai], Liao, J.[Jian], Yang, J.-T.[Ji-Tao] and Guo, T.-M.;Ind. Eng. Chem. Res. 35, 4342-4347;1996;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;277.4;3960
Dataset 313;Experimental and Modeling Studies on the Hydrate Formation of a  Methane + Nitrogen Gas Mixture in the Presence of Aqueous  Electrolyte Solutions;Mei, D.[Donghai], Liao, J.[Jian], Yang, J.-T.[Ji-Tao] and Guo, T.-M.;Ind. Eng. Chem. Res. 35, 4342-4347;1996;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;278.3;4270
Dataset 313;Experimental and Modeling Studies on the Hydrate Formation of a  Methane + Nitrogen Gas Mixture in the Presence of Aqueous  Electrolyte Solutions;Mei, D.[Donghai], Liao, J.[Jian], Yang, J.-T.[Ji-Tao] and Guo, T.-M.;Ind. Eng. Chem. Res. 35, 4342-4347;1996;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;279.4;4760
Dataset 313;Experimental and Modeling Studies on the Hydrate Formation of a  Methane + Nitrogen Gas Mixture in the Presence of Aqueous  Electrolyte Solutions;Mei, D.[Donghai], Liao, J.[Jian], Yang, J.-T.[Ji-Tao] and Guo, T.-M.;Ind. Eng. Chem. Res. 35, 4342-4347;1996;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;280.3;5350
Dataset 313;Experimental and Modeling Studies on the Hydrate Formation of a  Methane + Nitrogen Gas Mixture in the Presence of Aqueous  Electrolyte Solutions;Mei, D.[Donghai], Liao, J.[Jian], Yang, J.-T.[Ji-Tao] and Guo, T.-M.;Ind. Eng. Chem. Res. 35, 4342-4347;1996;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;281.3;5880
Dataset 313;Experimental and Modeling Studies on the Hydrate Formation of a  Methane + Nitrogen Gas Mixture in the Presence of Aqueous  Electrolyte Solutions;Mei, D.[Donghai], Liao, J.[Jian], Yang, J.-T.[Ji-Tao] and Guo, T.-M.;Ind. Eng. Chem. Res. 35, 4342-4347;1996;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;282.3;6440
Dataset 313;Experimental and Modeling Studies on the Hydrate Formation of a  Methane + Nitrogen Gas Mixture in the Presence of Aqueous  Electrolyte Solutions;Mei, D.[Donghai], Liao, J.[Jian], Yang, J.-T.[Ji-Tao] and Guo, T.-M.;Ind. Eng. Chem. Res. 35, 4342-4347;1996;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;283.3;7220
Dataset 313;Experimental and Modeling Studies on the Hydrate Formation of a  Methane + Nitrogen Gas Mixture in the Presence of Aqueous  Electrolyte Solutions;Mei, D.[Donghai], Liao, J.[Jian], Yang, J.-T.[Ji-Tao] and Guo, T.-M.;Ind. Eng. Chem. Res. 35, 4342-4347;1996;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;284.2;8060
Dataset 313;Experimental and Modeling Studies on the Hydrate Formation of a  Methane + Nitrogen Gas Mixture in the Presence of Aqueous  Electrolyte Solutions;Mei, D.[Donghai], Liao, J.[Jian], Yang, J.-T.[Ji-Tao] and Guo, T.-M.;Ind. Eng. Chem. Res. 35, 4342-4347;1996;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;285.2;8960
