Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 274;Stability boundaries of gas hydrates helped by methane - structure-H hydrates of methylcyclohexane and cis-1,2-dimethylcyclohexane;Nakamura, T.[Toshiyuki], Makino, T.[Takashi], Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];Chem. Eng. Sci. 58, 269 ( - 273);2003;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;274.25;2920
Dataset 274;Stability boundaries of gas hydrates helped by methane - structure-H hydrates of methylcyclohexane and cis-1,2-dimethylcyclohexane;Nakamura, T.[Toshiyuki], Makino, T.[Takashi], Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];Chem. Eng. Sci. 58, 269 ( - 273);2003;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;275.25;3220
Dataset 274;Stability boundaries of gas hydrates helped by methane - structure-H hydrates of methylcyclohexane and cis-1,2-dimethylcyclohexane;Nakamura, T.[Toshiyuki], Makino, T.[Takashi], Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];Chem. Eng. Sci. 58, 269 ( - 273);2003;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;276.22;3550
Dataset 274;Stability boundaries of gas hydrates helped by methane - structure-H hydrates of methylcyclohexane and cis-1,2-dimethylcyclohexane;Nakamura, T.[Toshiyuki], Makino, T.[Takashi], Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];Chem. Eng. Sci. 58, 269 ( - 273);2003;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;277.24;3920
Dataset 274;Stability boundaries of gas hydrates helped by methane - structure-H hydrates of methylcyclohexane and cis-1,2-dimethylcyclohexane;Nakamura, T.[Toshiyuki], Makino, T.[Takashi], Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];Chem. Eng. Sci. 58, 269 ( - 273);2003;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;278.24;4330
Dataset 274;Stability boundaries of gas hydrates helped by methane - structure-H hydrates of methylcyclohexane and cis-1,2-dimethylcyclohexane;Nakamura, T.[Toshiyuki], Makino, T.[Takashi], Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];Chem. Eng. Sci. 58, 269 ( - 273);2003;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;279.23;4790
Dataset 274;Stability boundaries of gas hydrates helped by methane - structure-H hydrates of methylcyclohexane and cis-1,2-dimethylcyclohexane;Nakamura, T.[Toshiyuki], Makino, T.[Takashi], Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];Chem. Eng. Sci. 58, 269 ( - 273);2003;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;280.24;5310
Dataset 274;Stability boundaries of gas hydrates helped by methane - structure-H hydrates of methylcyclohexane and cis-1,2-dimethylcyclohexane;Nakamura, T.[Toshiyuki], Makino, T.[Takashi], Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];Chem. Eng. Sci. 58, 269 ( - 273);2003;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;281.24;5890
Dataset 274;Stability boundaries of gas hydrates helped by methane - structure-H hydrates of methylcyclohexane and cis-1,2-dimethylcyclohexane;Nakamura, T.[Toshiyuki], Makino, T.[Takashi], Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];Chem. Eng. Sci. 58, 269 ( - 273);2003;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;281.73;6200
Dataset 274;Stability boundaries of gas hydrates helped by methane - structure-H hydrates of methylcyclohexane and cis-1,2-dimethylcyclohexane;Nakamura, T.[Toshiyuki], Makino, T.[Takashi], Sugahara, T.[Takeshi] and Ohgaki, K.[Kazunari];Chem. Eng. Sci. 58, 269 ( - 273);2003;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;282.23;6530
