Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;290.2;15927
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;290.5;15941
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;295.2;29992
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;295.1;29923
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;295.8;33750
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;298;44313
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;298.2;43782
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;300.2;56916
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;301.5;65431
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;301.6;65431
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;306.7;110833
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;310.3;152719
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;312.7;187296
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;313.7;206339
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;314.2;223907
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;315;237455
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;316.8;271653
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;318.3;319675
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;319.6;367766
Dataset 387;Hydrates at high pressures: I methane + water, argon + water, and nitrogen + water systems;Marshall, D. R.[Donald R.], Saito, S.[Shozaburo] and Kobayashi, R.[Riki];AIChE J. 10, 202-5;1964;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;320;397000
