Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 554;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the Methane Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari]; J. Chem. Eng. Data, 44 254-257;1999;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;305.08;98000
Dataset 554;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the Methane Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari]; J. Chem. Eng. Data, 44 254-257;1999;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;307.13;119000
Dataset 554;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the Methane Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari]; J. Chem. Eng. Data, 44 254-257;1999;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;308.74;138000
Dataset 554;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the Methane Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari]; J. Chem. Eng. Data, 44 254-257;1999;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;310.29;158000
Dataset 554;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the Methane Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari]; J. Chem. Eng. Data, 44 254-257;1999;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;311.64;178000
Dataset 554;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the Methane Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari]; J. Chem. Eng. Data, 44 254-257;1999;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;312.92;199000
Dataset 554;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the Methane Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari]; J. Chem. Eng. Data, 44 254-257;1999;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;313.88;217000
Dataset 554;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the Methane Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari]; J. Chem. Eng. Data, 44 254-257;1999;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;314.83;237000
Dataset 554;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the Methane Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari]; J. Chem. Eng. Data, 44 254-257;1999;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;315.74;258000
Dataset 554;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the Methane Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari]; J. Chem. Eng. Data, 44 254-257;1999;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;316.5;277000
Dataset 554;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the Methane Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari]; J. Chem. Eng. Data, 44 254-257;1999;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;317.2;299000
Dataset 554;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the Methane Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari]; J. Chem. Eng. Data, 44 254-257;1999;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;318.29;335000
Dataset 554;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the Methane Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari]; J. Chem. Eng. Data, 44 254-257;1999;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;319.17;376000
Dataset 554;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the Methane Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari]; J. Chem. Eng. Data, 44 254-257;1999;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;319.8;414000
Dataset 554;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the Methane Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari]; J. Chem. Eng. Data, 44 254-257;1999;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;320.33;455000
Dataset 554;High-Pressure Phase Equilibrium and Raman Microprobe Spectroscopic Studies on the Methane Hydrate System;Nakano, S.[Shinya], Moritoki, M.[Masato] and Ohgaki, K.[Kazunari]; J. Chem. Eng. Data, 44 254-257;1999;CH4 + H2O in Hydrate sI + Aqueous Liquid + Vapor;320.54;493000
