Number of Data;Title;Authors;Source;Year;Compounds;T (K);p (kPa)
Dataset 446;Measurement and prediction of phase equilibria for water + methane in hydrate forming conditions;Yang, S. O., Cho, S. H., Lee, H.[Huen] and Lee, C. S.[Ching S.];Fluid Phase Equilibria 185, 53-63;2001;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;276.5;3680
Dataset 446;Measurement and prediction of phase equilibria for water + methane in hydrate forming conditions;Yang, S. O., Cho, S. H., Lee, H.[Huen] and Lee, C. S.[Ching S.];Fluid Phase Equilibria 185, 53-63;2001;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;278.5;4190
Dataset 446;Measurement and prediction of phase equilibria for water + methane in hydrate forming conditions;Yang, S. O., Cho, S. H., Lee, H.[Huen] and Lee, C. S.[Ching S.];Fluid Phase Equilibria 185, 53-63;2001;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;279.7;4900
Dataset 446;Measurement and prediction of phase equilibria for water + methane in hydrate forming conditions;Yang, S. O., Cho, S. H., Lee, H.[Huen] and Lee, C. S.[Ching S.];Fluid Phase Equilibria 185, 53-63;2001;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;281.3;6070
Dataset 446;Measurement and prediction of phase equilibria for water + methane in hydrate forming conditions;Yang, S. O., Cho, S. H., Lee, H.[Huen] and Lee, C. S.[Ching S.];Fluid Phase Equilibria 185, 53-63;2001;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;282.2;6550
Dataset 446;Measurement and prediction of phase equilibria for water + methane in hydrate forming conditions;Yang, S. O., Cho, S. H., Lee, H.[Huen] and Lee, C. S.[Ching S.];Fluid Phase Equilibria 185, 53-63;2001;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;283;7130
Dataset 446;Measurement and prediction of phase equilibria for water + methane in hydrate forming conditions;Yang, S. O., Cho, S. H., Lee, H.[Huen] and Lee, C. S.[Ching S.];Fluid Phase Equilibria 185, 53-63;2001;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;283.8;7730
Dataset 446;Measurement and prediction of phase equilibria for water + methane in hydrate forming conditions;Yang, S. O., Cho, S. H., Lee, H.[Huen] and Lee, C. S.[Ching S.];Fluid Phase Equilibria 185, 53-63;2001;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;284.5;8330
Dataset 446;Measurement and prediction of phase equilibria for water + methane in hydrate forming conditions;Yang, S. O., Cho, S. H., Lee, H.[Huen] and Lee, C. S.[Ching S.];Fluid Phase Equilibria 185, 53-63;2001;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;285.8;9550
Dataset 446;Measurement and prediction of phase equilibria for water + methane in hydrate forming conditions;Yang, S. O., Cho, S. H., Lee, H.[Huen] and Lee, C. S.[Ching S.];Fluid Phase Equilibria 185, 53-63;2001;CH4 + H2O in Hydrate + Aqueous Liquid + Vapor;286.3;9660
